category,rating,label,text_,validity
Clothing_Shoes_and_Jewelry_5,4,CG,"the only dislike is they are a little wide, which is a nice bonus.",1
Clothing_Shoes_and_Jewelry_5,4,CG,New Balance no longer goes under my arms.  Not good.  These have a nice look.,1
Clothing_Shoes_and_Jewelry_5,5,CG,Just like the ones I bought. The wide width is good enough. The pockets are nice and the,1
Clothing_Shoes_and_Jewelry_5,5,CG,Awesome shirt with a perfect fit. The only problem is that it comes with a small button that doesn,1
Clothing_Shoes_and_Jewelry_5,3,CG,listened to everyone else and it has kept me cool. I will keep this bag in my collection,1
Clothing_Shoes_and_Jewelry_5,4,CG,Sweet jacket dude. S*** packs are a little tight on me but otherwise they are great!Very,1
Clothing_Shoes_and_Jewelry_5,5,CG,"Arrived on time, great shoes, and will be buying more in the future.",1
Clothing_Shoes_and_Jewelry_5,5,CG,"Third time I have ordered this item, the chain is too large.  The chain is just too",1
Clothing_Shoes_and_Jewelry_5,5,CG,My children loves them. He looks forward to wearing them. Love it.,1
Clothing_Shoes_and_Jewelry_5,4,CG,"My son loved these. Size was a little small, but I will keep them.",1
Clothing_Shoes_and_Jewelry_5,5,CG,Like these bras very much.  They are comfortable and comfortable.  I am a 40 year old,1
Clothing_Shoes_and_Jewelry_5,5,CG,"Lots of likes out of this item, and the quality is great.Nice bag!Very pretty.",1
Clothing_Shoes_and_Jewelry_5,5,CG,"Nice cross body, love the material. The only problem is that it's a little too large for",1
Clothing_Shoes_and_Jewelry_5,2,CG,"They are not sized the way they should be, and I will keep them for the next couple of",1
Clothing_Shoes_and_Jewelry_5,5,CG,"very comfortable.  Great look, nice quality, and very comfortable.  Also, the heel is",1
Clothing_Shoes_and_Jewelry_5,5,CG,"Love the color, spacious and comfortable. The only problem is that it's a little too large for",1
Clothing_Shoes_and_Jewelry_5,5,CG,These are my favorite!  They have the wide width and fit perfectly.  They are warm and,1
Clothing_Shoes_and_Jewelry_5,5,CG,"got the product on time, and it arrived on time. I will keep this bag in my collection",1
Clothing_Shoes_and_Jewelry_5,5,CG,Nephew loves the color and looks great.  He is 5'10 and wearing a size,1
Clothing_Shoes_and_Jewelry_5,5,CG,"These are dainty and beautiful, and I love the look. I will keep them for a",1
Clothing_Shoes_and_Jewelry_5,4,CG,A little smaller that i expected. The wide width is good but not for me.Very pretty.,1
Clothing_Shoes_and_Jewelry_5,5,CG,This Maltese cross is one of my favorite pieces of jewelry I own. I have a wide foot,1
Clothing_Shoes_and_Jewelry_5,5,CG,"Perfect shorts, like the style, but the quality is just what I wanted.",1
Clothing_Shoes_and_Jewelry_5,4,CG,Cute fabric for pictures. Slightly small. The wide width is good but not for my taste.,1
Clothing_Shoes_and_Jewelry_5,5,CG,"Good item, as pictured.  Not an easy task to put on a computer, but I'm",1
Clothing_Shoes_and_Jewelry_5,5,CG,So cute!! Fit really well and have kept me warm. I will keep this bag in my house,1
Clothing_Shoes_and_Jewelry_5,3,CG,"The quality is not great, but it's a very comfortable shoe.  I have a wide foot",1
Clothing_Shoes_and_Jewelry_5,5,CG,It is a georgous blouse.  I wear a size 12 but it fits my 2,1
Clothing_Shoes_and_Jewelry_5,5,CG,"Delivered fast. Fits well, looks good, and feels comfortable.",1
Clothing_Shoes_and_Jewelry_5,5,CG,Very cute little shoes! They are a little wide on me but otherwise they are great!Very pretty,1
Clothing_Shoes_and_Jewelry_5,5,CG,Its a great gift!! My daughter loves it!!Very comfortable.  She wears it everyday and has,1
Clothing_Shoes_and_Jewelry_5,5,CG,Part of a hip hop style. The wide knee part of the boot is just a little too high,1
Clothing_Shoes_and_Jewelry_5,4,CG,Very cute and for the price it's a very comfortable fit.  I have a wide foot and,1
Clothing_Shoes_and_Jewelry_5,5,CG,Is too short for me.  I wear an XL.  My waist is just a tiny bit,1
Clothing_Shoes_and_Jewelry_5,5,CG,My boys love these!  They fit well and look great.  I also have a large bust,1
Clothing_Shoes_and_Jewelry_5,5,CG,Great pair of flip flops.  They are comfortable and comfortable.  I also like the way,1
Clothing_Shoes_and_Jewelry_5,4,CG,Very cute. I just wish it had more colors. Very good quality. Nice bag.,1
Clothing_Shoes_and_Jewelry_5,5,CG,Elastic waste helps when sitting on a bench. Not too hot or too cold.,1
Clothing_Shoes_and_Jewelry_5,5,CG,So soft and comfortable in the arms and legs.  I will keep this bag in my wardrobe.,1
Clothing_Shoes_and_Jewelry_5,5,OR,Fits well and easy to convert with semi formal wear,0
Clothing_Shoes_and_Jewelry_5,3,OR,"It was a gift, I didn't get any feed back.",0
Clothing_Shoes_and_Jewelry_5,5,OR,The jeans fit great and very comfortable. Also good price.,0
Clothing_Shoes_and_Jewelry_5,5,OR,The colors of this scarf are beautiful. I love it.,0
Clothing_Shoes_and_Jewelry_5,5,OR,My husband loves these! They will look great on him!,0
Clothing_Shoes_and_Jewelry_5,5,OR,Great product and very comfortable.  Works many different ways.,0
Clothing_Shoes_and_Jewelry_5,4,OR,"Love the top , it can dress up and down",0
Clothing_Shoes_and_Jewelry_5,5,OR,Nice weight to fabric - not flimsy & well made,0
Clothing_Shoes_and_Jewelry_5,5,OR,I will wear this watch when going out to clubs.,0
Clothing_Shoes_and_Jewelry_5,5,OR,"Excelent, i did buy ones 9.5 inch, fit very well",0
Clothing_Shoes_and_Jewelry_5,4,OR,7 year old daughter loved it and it fit wonderfully!,0
Clothing_Shoes_and_Jewelry_5,5,OR,Son was pleased with having a new wallet.,0
Clothing_Shoes_and_Jewelry_5,5,OR,Love these and will continue to order them  =),0
Clothing_Shoes_and_Jewelry_5,2,OR,Could use nosepads or something to better fit kids faces.,0
Clothing_Shoes_and_Jewelry_5,2,OR,Manufacturers just seem to keep making shoes narrower and narrower,0
Clothing_Shoes_and_Jewelry_5,5,OR,"it's a carhartt what can i say , great product's",0
Clothing_Shoes_and_Jewelry_5,1,OR,No buckle for the shoe so it always pops off,0
Clothing_Shoes_and_Jewelry_5,3,OR,Nice shoe fit as expected not for all day comfort.,0
Clothing_Shoes_and_Jewelry_5,4,OR,"Nicely made. Thin, but enough cushion to make slight impact.",0
Clothing_Shoes_and_Jewelry_5,5,OR,Finally a Calvin Klein polo for big men. Nice fit.,0
Clothing_Shoes_and_Jewelry_5,4,OR,My husband loves these. They are comfortable and really nice.,0
Clothing_Shoes_and_Jewelry_5,5,OR,"Love these - perfect fit, not too stretchy, great color.",0
Clothing_Shoes_and_Jewelry_5,5,OR,Great for the girls I'm 36d and bought a small,0
Clothing_Shoes_and_Jewelry_5,5,OR,Bought for my wife. She loves them.,0
Clothing_Shoes_and_Jewelry_5,4,OR,Nice robe but returned it cause it was too big,0
Clothing_Shoes_and_Jewelry_5,5,OR,So stylish for the little Diva in your life -,0
Clothing_Shoes_and_Jewelry_5,5,OR,This costume fit perfectly and I got tons of compliments.,0
Clothing_Shoes_and_Jewelry_5,4,OR,Didn't have a rainy day yet but love it already,0
Clothing_Shoes_and_Jewelry_5,4,OR,"Very soft fabric, no much support. But nice for seleeping",0
Clothing_Shoes_and_Jewelry_5,5,OR,Levis are great. very comfortable.  Keeps my arse warm.,0
Clothing_Shoes_and_Jewelry_5,5,OR,"Comfortable, great support, yet still pretty and feminine. Love it.",0
Clothing_Shoes_and_Jewelry_5,4,OR,"easy dress to slip on, form fitted, thin material(summer material)",0
Clothing_Shoes_and_Jewelry_5,5,OR,"Bought them for my daughter, she is a tennis beginer.",0
Clothing_Shoes_and_Jewelry_5,3,OR,"Loved those, but they were worn out after one year.",0
Clothing_Shoes_and_Jewelry_5,4,OR,"a tiny bit large, but accommodates thicker socks just fine",0
Clothing_Shoes_and_Jewelry_5,5,OR,Beautiful dress. It fit perfect and love love the pocket.,0
Clothing_Shoes_and_Jewelry_5,5,OR,"i love the sanuk brand shoes, they are the best!!!",0
Clothing_Shoes_and_Jewelry_5,5,OR,I am very happy with my Michael Korda shoulder bag.,0
Clothing_Shoes_and_Jewelry_5,5,OR,Great looking jacket. Love that it came with a hat!,0
Clothing_Shoes_and_Jewelry_5,4,OR,It will take a while to get these broken in.,0
Clothing_Shoes_and_Jewelry_5,5,OR,"Beautiful vibrant skirt, but snug at the waist. Size up.",0
Clothing_Shoes_and_Jewelry_5,1,OR,too small and see through I gave them to goodwill,0
Clothing_Shoes_and_Jewelry_5,3,OR,the shoe is larger then the ones I currently have.,0
Clothing_Shoes_and_Jewelry_5,2,OR,Not quite what I expected but it will get used.,0
Clothing_Shoes_and_Jewelry_5,5,OR,Nice warm mittens untill I lost one of them! lol,0
Clothing_Shoes_and_Jewelry_5,5,OR,My son loves these sneakers. Wears them all the time.,0
Clothing_Shoes_and_Jewelry_5,2,OR,Does not have the support I thought it would have.,0
Clothing_Shoes_and_Jewelry_5,5,OR,Perfect in every way. Just what I was looking for,0
Clothing_Shoes_and_Jewelry_5,5,OR,love the vest over the onesie. Such a cute outfit.,0
Clothing_Shoes_and_Jewelry_5,5,OR,I bought them for my mom and she likes them,0
Clothing_Shoes_and_Jewelry_5,5,OR,Wrangler jeans are the best. Great fit and price!! Cheers!!,0
Clothing_Shoes_and_Jewelry_5,4,OR,We love these shoes.  My kids wear them everywhere.,0
Clothing_Shoes_and_Jewelry_5,3,OR,somewhat to large for me.  But they are OK,0
Clothing_Shoes_and_Jewelry_5,1,OR,"Go with your gut for sizing, you'll be better off.",0
Clothing_Shoes_and_Jewelry_5,5,OR,had to hem the cuffs was 1 in to long,0
Clothing_Shoes_and_Jewelry_5,5,OR,Love love love these!! Will be buying more again soon,0
Clothing_Shoes_and_Jewelry_5,3,OR,They fit a little loose but I still like them,0
Clothing_Shoes_and_Jewelry_5,3,OR,alot of snaps to attach...does the job once buttoned up...,0
Clothing_Shoes_and_Jewelry_5,5,OR,Exactly as described and just what I was looking for.,0
Clothing_Shoes_and_Jewelry_5,5,CG,These are very comfortable.  They have the wide width which is perfect.  They are warm and,1
Clothing_Shoes_and_Jewelry_5,5,CG,Great levis (559)!  My daughter loves them.  I've had her for a couple,1
Clothing_Shoes_and_Jewelry_5,4,CG,it works. it looks like a real watch. it is a little snug but not too tight.,1
Clothing_Shoes_and_Jewelry_5,4,CG,"Son is ok with these, but they are a little tight around the waist, so I'm not",1
Clothing_Shoes_and_Jewelry_5,4,CG,"Need to be broken in, but I am very pleased with it.Nice bag!Very pretty.",1
Clothing_Shoes_and_Jewelry_5,5,CG,Very comfortable. Slightly larger than expected. The only problem is that it's a little too large for,1
Clothing_Shoes_and_Jewelry_5,5,CG,"As always, Asics delivers.  They have the quality and comfort of a Uggs.",1
Clothing_Shoes_and_Jewelry_5,5,CG,I bought for a gift and it arrived on time. I will keep it for myself and my husband,1
Clothing_Shoes_and_Jewelry_5,1,CG,"The hat was smashed on the side and the chain broke.

The only reason I ordered this",1
Clothing_Shoes_and_Jewelry_5,5,CG,Good value and quality. I'm a professional with a lot of work. These pants are awesome!,1
Clothing_Shoes_and_Jewelry_5,5,CG,"It's a very cute outfit, but the quality is just not good.",1
Clothing_Shoes_and_Jewelry_5,3,CG,Wanted the pants in MOUCHA colors. The quality is good but the waist is a little,1
Clothing_Shoes_and_Jewelry_5,1,CG,False advertising! There is NO PRICE! Buy it! I will keep my money!Very pretty,1
Clothing_Shoes_and_Jewelry_5,5,CG,Nice lightweight shirt. Looks good and has the wide brim. I will keep it.,1
Clothing_Shoes_and_Jewelry_5,4,CG,"They look different in person, but the quality is just right.  The only reason I ordered the",1
Clothing_Shoes_and_Jewelry_5,3,CG,"Too short for my lip, but I thought it would fit better.  It's a pretty good",1
Clothing_Shoes_and_Jewelry_5,3,CG,for a size medium they are a little tight on me but otherwise they are great!Very pretty.,1
Clothing_Shoes_and_Jewelry_5,5,CG,"Material is soft and conforms to my body. It is a little snug for my small size,",1
Clothing_Shoes_and_Jewelry_5,4,CG,"decent quality, needs more garter belt. The only problem is that it's a little too",1
Clothing_Shoes_and_Jewelry_5,5,CG,Works perfect.....spotted my luggage instantly.  I love the look and feel of it! ,1
Clothing_Shoes_and_Jewelry_5,4,CG,"Very good support in a small size, the materials are thick enough to make it comfortable to wear.",1
Clothing_Shoes_and_Jewelry_5,4,CG,"belt is sewn in, but it has the wide width. I normally wear a size 10 and",1
Clothing_Shoes_and_Jewelry_5,5,CG,Fits fine and the grandson looks cute in it. Very good quality. Nice bag.,1
Clothing_Shoes_and_Jewelry_5,3,CG,"This kimono feels damp & looks cheap, but it is worth it.",1
Clothing_Shoes_and_Jewelry_5,5,CG,Got this for my boyfriend and he loves it!Very good quality.Nice bag!Very pretty.,1
Clothing_Shoes_and_Jewelry_5,5,CG,First cadet hat that ever stood up to the test. I will be purchasing more in other colors,1
Clothing_Shoes_and_Jewelry_5,5,CG,I love how stylish it is. The wide width makes it a nice fit for a person with a,1
Clothing_Shoes_and_Jewelry_5,5,CG,"perfect, i would recommend this product.Great quality and comfortable fit.  I have a wide foot",1
Clothing_Shoes_and_Jewelry_5,5,CG,"Love this! Made well, flows, looks good, and fits well.",1
Clothing_Shoes_and_Jewelry_5,4,CG,These were what I wanted.  They are wide and comfortable.  I also like the way the,1
Clothing_Shoes_and_Jewelry_5,5,CG,the folding plastic seems to be a nice quality material. I will keep this bag in my collection.,1
Clothing_Shoes_and_Jewelry_5,3,CG,"Dress is adorable, I will definitely be ordering more!Very good quality. Nice bag.",1
Clothing_Shoes_and_Jewelry_5,5,CG,Great hat.  The price was right and the quality is good.  The only reason I ordered,1
Clothing_Shoes_and_Jewelry_5,5,CG,Seeds my wife loves them. I love the look and fit of these shoes.,1
Clothing_Shoes_and_Jewelry_5,5,CG,My grandson wore these for a couple of years and they fit perfectly. He loves the way they look,1
Clothing_Shoes_and_Jewelry_5,2,CG,"So pretty, too short and not stretchy at all. I will keep this bag in my wardrobe",1
Clothing_Shoes_and_Jewelry_5,1,CG,too small.  they seem to be well made and comfortable.  I also like the way the,1
Clothing_Shoes_and_Jewelry_5,5,CG,The extra padding in the back of the boot is just what I needed for my feet.,1
Clothing_Shoes_and_Jewelry_5,2,CG,The product fit as expected and looks great with jeans. I will keep this bag in my wardrobe.,1
Clothing_Shoes_and_Jewelry_5,5,CG,"Great bag.  Exactly as described.  Love the colors.  Also, the zipper is awesome",1
Clothing_Shoes_and_Jewelry_5,5,CG,Thank You! Item as was described.Great quality and comfortable fit.  I have a wide foot,1
Clothing_Shoes_and_Jewelry_5,4,CG,"If it holds up reasonably, it should be very comfortable for a lot of use.Very pretty.",1
Clothing_Shoes_and_Jewelry_5,5,CG,Now Im ready for the weekend. The quality is good but it doesnt fit my small baby.,1
Clothing_Shoes_and_Jewelry_5,2,CG,They're kinda cheap and easy to break in. But they're a nice fit for the person who,1
Clothing_Shoes_and_Jewelry_5,5,CG,Good fit. I love having my go to shoes. These fit perfect.,1
Clothing_Shoes_and_Jewelry_5,5,CG,"this is a very comfortable, soft, and lightweight coat. I will be purchasing more in other colors",1
Clothing_Shoes_and_Jewelry_5,4,CG,Runs about a size too small. The wide width is too narrow.,1
Clothing_Shoes_and_Jewelry_5,5,CG,"I love Vanity Fair bras, and I love the look. I will keep my purse in the drawer",1
Clothing_Shoes_and_Jewelry_5,3,CG,"It fits well, the heel is a little wide, and the foot bed is a little too big",1
Clothing_Shoes_and_Jewelry_5,5,CG,"Warm, great colors for teens and tweens. Wife loved it.",1
Clothing_Shoes_and_Jewelry_5,5,CG,very nice bra only complaint is the top part is a little tight around my breasts.Very pretty.,1
Clothing_Shoes_and_Jewelry_5,5,CG,These earrings (green) are elegant and sparkly.  The pink is a lovely color and,1
Clothing_Shoes_and_Jewelry_5,5,CG,"Its a nice set for a costume, but the fabric is a little tighter than I expected.",1
Clothing_Shoes_and_Jewelry_5,3,CG,"Bought for a guy friend, and he liked the look. He also liked that it was a",1
Clothing_Shoes_and_Jewelry_5,5,CG,"My daughter loves these. Super soft and comfortable. Great quality.

The only reason I ordered",1
Clothing_Shoes_and_Jewelry_5,4,OR,Fit a little tight but I think theyll break in nicely,0
Clothing_Shoes_and_Jewelry_5,5,OR,This is high quality product. Great fit. Great price as well.,0
Clothing_Shoes_and_Jewelry_5,5,OR,"Love these, fits perfect and are comfy and look super cute!!",0
Clothing_Shoes_and_Jewelry_5,5,OR,fits right and is a real fruit of the loom product,0
Clothing_Shoes_and_Jewelry_5,5,OR,this gown is sheer.  It is beautiful and very comfortable,0
Clothing_Shoes_and_Jewelry_5,5,OR,"These are some beautiful, comfortable shoes! I'm glad I found them",0
Clothing_Shoes_and_Jewelry_5,5,OR,I wear a size 6 and these were true to size.,0
Clothing_Shoes_and_Jewelry_5,1,OR,These are way too small and are sized like childrens underwear!,0
Clothing_Shoes_and_Jewelry_5,5,OR,amazing! I love it! looks adorable on my navy blue bag!,0
Clothing_Shoes_and_Jewelry_5,5,OR,Is even more than I expected. Quality appears to be excellent!,0
Clothing_Shoes_and_Jewelry_5,5,OR,"My granddaughter loved it, a little wait but she loved it!",0
Clothing_Shoes_and_Jewelry_5,2,OR,child has marks on her feet after wearing for 2 hours,0
Clothing_Shoes_and_Jewelry_5,5,OR,Adorable! Bought for my daughter who is 2 fit her perfectly,0
Clothing_Shoes_and_Jewelry_5,5,OR,my son love it look awesome  fast service great seller,0
Clothing_Shoes_and_Jewelry_5,5,OR,Great shoes. Best fit. They last about a year before fading,0
Clothing_Shoes_and_Jewelry_5,5,OR,Really love this purchase-so comfortable and washes well.  Great buy.,0
Clothing_Shoes_and_Jewelry_5,5,OR,This is my third pair and I could not be happier.,0
Clothing_Shoes_and_Jewelry_5,4,OR,Embroidery is stiff but doesn't bother me. Cute for the price,0
Clothing_Shoes_and_Jewelry_5,5,OR,"Came at expected time, great fit and I love the style!",0
Clothing_Shoes_and_Jewelry_5,4,OR,Needed another Navy shoe! Like the touch of red.,0
Clothing_Shoes_and_Jewelry_5,5,OR,Great jean skirt ! Soft and comfortable ! Just fits !,0
Clothing_Shoes_and_Jewelry_5,5,OR,"Well-made t-shirt, very durable, soft and high quality.",0
Clothing_Shoes_and_Jewelry_5,5,OR,"Exactly what I wanted, received quickly, fair pricing, good customer service!",0
Clothing_Shoes_and_Jewelry_5,2,OR,I purposely ordered a larger size and these Jean's were tight.,0
Clothing_Shoes_and_Jewelry_5,5,OR,I really liked that you carry big sizes.,0
Clothing_Shoes_and_Jewelry_5,5,OR,Hat is nice. very good quality and is shipped well also!,0
Clothing_Shoes_and_Jewelry_5,5,OR,The Landau scrubs are the most comfortable scrubs that I have.,0
Clothing_Shoes_and_Jewelry_5,5,OR,Great Shoes.  Would definitely buy again.... big fan of Softspots,0
Clothing_Shoes_and_Jewelry_5,3,OR,Does not stick well at all. Had to add extra glue,0
Clothing_Shoes_and_Jewelry_5,5,OR,thankful for EASY returns on amazon as these were too small!,0
Clothing_Shoes_and_Jewelry_5,5,OR,"Love, love, love it. Fits exactly as expected and is comfortable!",0
Clothing_Shoes_and_Jewelry_5,5,OR,"does for me what I expected
plenty of room carry daily
perfect quality",0
Clothing_Shoes_and_Jewelry_5,5,OR,These Keens are very comfortable. The color goes well with everything.,0
Clothing_Shoes_and_Jewelry_5,5,OR,I have bought multiple colors of this pant.  Love it.,0
Clothing_Shoes_and_Jewelry_5,2,OR,Straps were extremely tight which was the reason they were returned.,0
Clothing_Shoes_and_Jewelry_5,5,OR,My husband is very picky about wallets. This one he loves!,0
Clothing_Shoes_and_Jewelry_5,5,OR,"Very nice shoes, feels nice on feet and fits perfect .",0
Clothing_Shoes_and_Jewelry_5,3,OR,Says size 4-10. Whatever. Not for a 4 that's for sure.,0
Clothing_Shoes_and_Jewelry_5,5,OR,Not to tight with the elastic but very supportive and comfortable,0
Clothing_Shoes_and_Jewelry_5,1,OR,One of the shoes doesn't light up like it's supposed to.,0
Clothing_Shoes_and_Jewelry_5,3,OR,Disappointed when I got it. Photo over exsentuates the actual ring.,0
Clothing_Shoes_and_Jewelry_5,5,OR,I love Merrel's.  I just will I could buy more,0
Clothing_Shoes_and_Jewelry_5,5,OR,Great quality. Fits good. Very warm and comfy.,0
Clothing_Shoes_and_Jewelry_5,5,OR,Been wearing 501s since the late 1970s - can't beat them!,0
Clothing_Shoes_and_Jewelry_5,5,OR,The quality is good and I like the soft gray color,0
Clothing_Shoes_and_Jewelry_5,5,OR,"Very nice vest. Sized perfect. Very comfortable. Carhartt Quality as exoected,",0
Clothing_Shoes_and_Jewelry_5,5,OR,"Looks great on the gf, provides lift and oh so sexy.",0
Clothing_Shoes_and_Jewelry_5,5,OR,"Saved me from sun damage in Hawaii! Fits great, looks nice.",0
Clothing_Shoes_and_Jewelry_5,2,OR,works as a neck gator but hood does not cover forhead,0
Clothing_Shoes_and_Jewelry_5,5,OR,Bought them for my daughter who loves Toms. They fit perfectly.,0
Clothing_Shoes_and_Jewelry_5,5,OR,Very nice bra.  Good fit.  Comfortable.  Good price.,0
Clothing_Shoes_and_Jewelry_5,4,OR,"The snake head was a little cheesy, but overall, it's nice.",0
Clothing_Shoes_and_Jewelry_5,5,OR,Best support for a size 36G belonging to a senior citizen.,0
Clothing_Shoes_and_Jewelry_5,5,OR,Beautiful and comfortable just as I expected it from Cole Haan.,0
Clothing_Shoes_and_Jewelry_5,5,OR,Love this top so comfortable and washes well.,0
Clothing_Shoes_and_Jewelry_5,5,CG,"Precious hat. A southern classic. Not an everyday hat, but I will keep it.",1
Clothing_Shoes_and_Jewelry_5,5,CG,"very nice black/white slingback pump, and it's a very comfortable fit.",1
Clothing_Shoes_and_Jewelry_5,4,CG,It's a great product but it has a wide width. I normally wear a size 10 but ordered,1
Clothing_Shoes_and_Jewelry_5,5,CG,Very comfortable. True to size. Not bulky at all. Very good quality. Nice bag.,1
Clothing_Shoes_and_Jewelry_5,5,CG,This fits well but I find it too small.Very good quality.Nice bag!Very pretty.,1
Clothing_Shoes_and_Jewelry_5,1,CG,"The strap fell on on the side and the chain broke.

The bag is a bit small",1
Clothing_Shoes_and_Jewelry_5,4,CG,"Seems sturdy.  Carries passport, ID, and cell phone.  Has a lot of",1
Clothing_Shoes_and_Jewelry_5,5,CG,Love these rings!!! Best rings I have ever owned!Very good quality.,1
Clothing_Shoes_and_Jewelry_5,1,CG,Gave them away. Not up for an entire year. Very good quality. Nice bag.,1
Clothing_Shoes_and_Jewelry_5,4,CG,Comfortable and stretchy. The only issue I have with the shoe is that they are a little,1
Clothing_Shoes_and_Jewelry_5,5,CG,Very comfortable and it fit perfect. The only problem is that it's a little too large for me,1
Clothing_Shoes_and_Jewelry_5,3,CG,"Ordered xl and are a little tight, but they are good enough.",1
Clothing_Shoes_and_Jewelry_5,5,CG,"Very cute, may not fit as expected, but very comfortable.

The only reason I ordered",1
Clothing_Shoes_and_Jewelry_5,5,CG,"I believe that as I go to the gym, I will need to make sure I get the correct",1
Clothing_Shoes_and_Jewelry_5,5,CG,"love the quality, exactly what I expected and the price. I will keep this bag in my collection",1
Clothing_Shoes_and_Jewelry_5,5,CG,"This is so cute and looks great, the materials are thick enough to make it comfortable but not too",1
Clothing_Shoes_and_Jewelry_5,5,CG,I love these shoes. I have an XL and they fit perfectly. I also have a large foot,1
Clothing_Shoes_and_Jewelry_5,4,CG,This shirt was the true go to for the night. I will be purchasing more in other colors.,1
Clothing_Shoes_and_Jewelry_5,5,CG,"Wearing the dress as I go to the gym, I was surprised by how well the material fits",1
Clothing_Shoes_and_Jewelry_5,5,CG,Very elegant looking shoe. Nice material. The only problem is that it's a little too large.,1
Clothing_Shoes_and_Jewelry_5,5,CG,Nice  elegant  watch               ,1
Clothing_Shoes_and_Jewelry_5,5,CG,Very pretty and feel great. I love the look and fit of this bra.,1
Clothing_Shoes_and_Jewelry_5,5,CG,Purchase for a friend who is an avid tennis player. I will be purchasing more in other colors.,1
Clothing_Shoes_and_Jewelry_5,5,CG,Very nice and comfortable. Definitely recommend.Great quality and comfortable fit.  I have a wide foot,1
Clothing_Shoes_and_Jewelry_5,3,CG,Average quality. I doubt it will last long. Overall a good purchase. Nice bag.,1
Clothing_Shoes_and_Jewelry_5,5,CG,"I like them, though they're a little short.  I'm 5'7"" and weigh",1
Clothing_Shoes_and_Jewelry_5,5,CG,Liked these so much I bought a second pair. Very good quality. Nice bag.,1
Clothing_Shoes_and_Jewelry_5,5,CG,Beautiful!  Lovely quality and looks great!  Great quality for the price!  I am,1
Clothing_Shoes_and_Jewelry_5,5,CG,ASICS always fit perfectly. This is a great quality and comfortable fit.  I have a wide,1
Clothing_Shoes_and_Jewelry_5,3,CG,"Nice flip flops, but they are a little wide on me.

Nice for the price",1
Clothing_Shoes_and_Jewelry_5,5,CG,Amazing socks well made and look good too.  I've worn them for a couple of hours.,1
Clothing_Shoes_and_Jewelry_5,5,CG,I actually ordered these for my wife and she loves them.  She also loves the way the toe,1
Clothing_Shoes_and_Jewelry_5,5,CG,"They are really beautiful earrings, and the quality is just right.  They have a nice,",1
Clothing_Shoes_and_Jewelry_5,5,CG,A little big for a woman. The wide knee part is a little small for a man.,1
Clothing_Shoes_and_Jewelry_5,5,CG,Very comfortable.  I have a wide foot and the shoe fit perfectly.  The heel is just,1
Clothing_Shoes_and_Jewelry_5,3,CG,"I didn't care for the material. The quality is just what I wanted, just the way it",1
Clothing_Shoes_and_Jewelry_5,4,CG,"Good size for events where I have the time and money.

Nice quality.Very pretty.",1
Clothing_Shoes_and_Jewelry_5,5,CG,"Love this shoe. Its comfortable and has the wide toe box.

The only reason I ordered",1
Clothing_Shoes_and_Jewelry_5,5,CG,Very comfy and warm. It looks great and the materials are good. I am a 40 year,1
Clothing_Shoes_and_Jewelry_5,5,CG,"High quality and beautiful detail, perfect for the summer!Very good quality.",1
