category,rating,label,text_,validity
Toys_and_Games_5,2,OR,Not as good as  Fisher Price. Write very light.,0
Toys_and_Games_5,4,OR,Good toys but they were smaller than I was expecting,0
Toys_and_Games_5,5,OR,well made and fits 18 in Madame Alexander doll beautifully,0
Toys_and_Games_5,2,OR,You get what you pay for.  Several items broken.,0
Toys_and_Games_5,5,OR,3 yrs old boy loves to play  at tub,0
Toys_and_Games_5,5,OR,These are pretty large and awesome. My son loves them.,0
Toys_and_Games_5,5,OR,Kids got these as Christmas gifts and like them alot.,0
Toys_and_Games_5,5,OR,Schleich toys are great quality and my kids love them.,0
Toys_and_Games_5,5,OR,"Did the job, looked good but entirely too over priced.",0
Toys_and_Games_5,5,OR,"The little girl loves them, they were really small though.",0
Toys_and_Games_5,5,OR,"Great colors, big pieces, challenges the kids.  Great puzzle.",0
Toys_and_Games_5,5,OR,Granddaughter loves them and knows her ABC's at 20 months,0
Toys_and_Games_5,4,OR,Shipped on time and item is as described. Thank you.,0
Toys_and_Games_5,3,OR,Smaller then we thought. Grand daughter enjoyed painting it.,0
Toys_and_Games_5,5,OR,My daughter is going to love this!!!!! amazing customer service!!!,0
Toys_and_Games_5,4,OR,"Fun toy, hours of fun! Need to get bubble refill!!",0
Toys_and_Games_5,5,OR,It's the tenth Doctor wearing 3D glasses.,0
Toys_and_Games_5,3,OR,Smaller than I thought but arrived in a timely manner.,0
Toys_and_Games_5,5,OR,"Every black series figure is great, loved the new figures.",0
Toys_and_Games_5,5,OR,Great products and great for early learning of animal sounds!,0
Toys_and_Games_5,4,OR,very cute and soft but a bit smaller than expected,0
Toys_and_Games_5,4,OR,Family game night welcome addition; just enough of a challenge.,0
Toys_and_Games_5,5,OR,The big cards make playing this game so much easier.,0
Toys_and_Games_5,5,OR,Very nice little play set ...granddaughter 5 yrs. very happy..,0
Toys_and_Games_5,4,OR,Super cute! My 2yo daughter loves to play with these.,0
Toys_and_Games_5,5,OR,I bought this and additional Legos for a Christmas gifts,0
Toys_and_Games_5,5,OR,Really cute.  I'm sure my granddaughter will love them,0
Toys_and_Games_5,5,OR,"They loved it and it's part of their ""set up"".",0
Toys_and_Games_5,5,OR,I use this in my lessons with beginner English speakers.,0
Toys_and_Games_5,5,OR,So cute. Fun! Great quality & quick shipping.,0
Toys_and_Games_5,1,OR,Bought in December delivered in February. Nothing more to say.,0
Toys_and_Games_5,5,OR,I loooove gengar and it looks perfect. I love it.,0
Toys_and_Games_5,5,OR,So cute!  Great Christmas gift for 2 year old!,0
Toys_and_Games_5,5,OR,Fast shipping. Deck was sealed.,0
Toys_and_Games_5,5,OR,bought this set added to my son's tayo buses collection.,0
Toys_and_Games_5,5,OR,Prompt delivery - excellent material and workmanship. Doll looks comfy.,0
Toys_and_Games_5,4,OR,"hard to get fully blown up, but kids didn't care",0
Toys_and_Games_5,5,OR,"Quality costume , excited for our daughter to wear this",0
Toys_and_Games_5,5,OR,He's plays with her all the time she loves her,0
Toys_and_Games_5,5,OR,One of my favorites.  Babies and toddlers love this!,0
Toys_and_Games_5,1,OR,"my kids mutilated it after it "" pooped"" on them.",0
Toys_and_Games_5,4,OR,It is so strangely cute. Love it! It does shed.,0
Toys_and_Games_5,5,OR,Arrived very fast. Great service. Our grandson just loved it.,0
Toys_and_Games_5,5,OR,I bought this as a xmas gift and its perfect,0
Toys_and_Games_5,5,OR,my son loves these played w his turtles for hours,0
Toys_and_Games_5,5,OR,Fun toy for my 5-year old with an amazing imagination.,0
Toys_and_Games_5,2,OR,"Unimpressive. I thought ""racers"" would move a little better b",0
Toys_and_Games_5,5,CG,Fits my 20 mons old and has the pieces to make it work.,1
Toys_and_Games_5,5,CG,Works good. Makes me happy. Comes with instructions for how to make it.,1
Toys_and_Games_5,5,CG,"Just the thing to keep in mind, the wooden part is a lot thinner than the plastic one.",1
Toys_and_Games_5,5,CG,very fun and my 4 year old granddaughter loves it. I will definitely buy it again!My son,1
Toys_and_Games_5,1,CG,Holes. So disappointed!!! Ordered this for my 3 year old. He loves it! He,1
Toys_and_Games_5,5,CG,I use these for the hospital. The pieces are sturdy and the quality is great.,1
Toys_and_Games_5,5,CG,Great gun. Super easy to use. The only problem is that it comes with a small screw driver,1
Toys_and_Games_5,5,CG,Great product at a good price.Great quality and fun for all ages!My daughter loves the Lego,1
Toys_and_Games_5,5,CG,I think my husband is going to love this!Very good quality. My son loves this!Great,1
Toys_and_Games_5,3,CG,"My grandson like's the product, but the pieces are just too small.My son loves this!",1
Toys_and_Games_5,1,CG,Never worked properly and completely broke. The pieces were just too small.My son loves this!Great,1
Toys_and_Games_5,5,CG,"Granddaughter loves them, easy to assemble and the pieces are thick enough to hold up to abuse.",1
Toys_and_Games_5,5,CG,Got this for my daughters birthday party and she loves it.  She also loves the music and the,1
Toys_and_Games_5,5,CG,"Great product.  I would recommend it.  Great quality.  Also, my daughter loves the",1
Toys_and_Games_5,5,CG,"Just the thing to entertain my daughter and she loves it.

The only reason I gave this",1
Toys_and_Games_5,5,CG,"AMAZING, for the price it is an amazing quality and a good purchase.",1
Toys_and_Games_5,5,CG,"Love the story, the film, and the characters.  The characters are nice and well done.",1
Toys_and_Games_5,5,CG,"Just as good as Legos, but the pieces are just too small.",1
Toys_and_Games_5,5,CG,good! I always hope this helps me and my son. I will keep this for a long time,1
Toys_and_Games_5,5,CG,"Great crayons, especially for toddlers.  I love the colors and the smoothness of the",1
Toys_and_Games_5,5,CG,Exactly what I was looking for. The pieces are sturdy and the puzzle is well made.,1
Toys_and_Games_5,5,CG,Toddler loves to play like this. The pieces are sturdy and the puzzle is well made. ,1
Toys_and_Games_5,5,CG,Does what its supposed to do. The pieces are just too small. My son loves this toy.,1
Toys_and_Games_5,5,CG,Was a Birthday Present for my daughter and she loves it.  She also loves the music and the,1
Toys_and_Games_5,5,CG,My kids love all things Disney. The pieces are sturdy and the colors are beautiful.,1
Toys_and_Games_5,5,CG,Big hit at my 5th birthday party.  We've had a lot of fun with it.,1
Toys_and_Games_5,5,CG,Take note this is VERY small. The pieces are just too small. If you have a larger child,1
Toys_and_Games_5,5,CG,use these with mom in the bath and she loves them.  She also loves the baby dolls.,1
Toys_and_Games_5,5,CG,Great baby toy. I bought this for my son's third birthday and he loves it! He has,1
Toys_and_Games_5,5,CG,"Great for charging more than one battery, the only thing I didn't like is the tiny one.",1
Toys_and_Games_5,1,CG,This was broken when we opened it and the box was too big.  It's been one of,1
Toys_and_Games_5,5,CG,great item and easy to use. The pieces are sturdy and will stand up to abuse.,1
Toys_and_Games_5,2,CG,"Cheaply made should come with a set of pieces, which is a nice bonus for the price",1
Toys_and_Games_5,5,CG,"As advertised. Cute balloons! They are a little smaller than I thought they would be, but",1
Toys_and_Games_5,5,CG,The kids loved it! I had to add the wooden legs to it as well.,1
Toys_and_Games_5,5,CG,"Its a Munchkin xpac whats better than the regular xpac?

The reason I",1
Toys_and_Games_5,4,CG,"Just didn't think they were that big, but they are pretty big.My son loves this!",1
Toys_and_Games_5,5,CG,"Great Price, Great Quality. Adorable. We have had this toy for two years now and have",1
Toys_and_Games_5,5,CG,Cute! Frost I. C is now a favorite part of my house.,1
Toys_and_Games_5,5,CG,"Great airplane toy, magnets stick, and the pieces are sturdy.  The only reason I gave it",1
Toys_and_Games_5,4,CG,"My granddaughter loved the outfit, and it was a very fun costume. She also loves the baby one",1
Toys_and_Games_5,5,CG,Daughter loves ugglys now she plays with them. We love this toy.,1
Toys_and_Games_5,5,CG,Perfect size for my little one. The pieces are sturdy and the pieces fit well in the cup.,1
Toys_and_Games_5,5,CG,Another outstanding addition to the set. The pieces are sturdy and the puzzle is well made.,1
Toys_and_Games_5,5,CG,"Daughter wanted a Plum Pudding, so I bought this. It is a lovely little variety of",1
Toys_and_Games_5,5,CG,The girls know all the songs and the pieces are just right.  There is a lot of variety,1
Toys_and_Games_5,1,CG,This product was a total hit with my son and he loved it.My son loves this one.,1
Toys_and_Games_5,5,CG,Got it for my nephew's birthday. The pieces are sturdy and it's easy for him to put,1
Toys_and_Games_5,4,OR,Packaging makes this family even cuter and more fun to give.,0
Toys_and_Games_5,5,OR,Got this at a great price and it is very entertaining.,0
Toys_and_Games_5,3,OR,"crystals are smaller than we expected, this is an okay kit",0
Toys_and_Games_5,5,OR,Super soft baby fawn just looking for someone to love him!,0
Toys_and_Games_5,5,OR,Awesome figure - highly detailed... already posing in my display cabinet!,0
Toys_and_Games_5,5,OR,Boys love it but it broke in less then two hours!,0
Toys_and_Games_5,4,OR,Worth the cheap price but a lot small than I expected,0
Toys_and_Games_5,5,OR,Perfect game for young children and fun to play with them,0
Toys_and_Games_5,4,OR,"We really liked this, but I didn't like mixing the paint.",0
Toys_and_Games_5,5,OR,works well for an inexpensive toy. We flew through batteries though.,0
Toys_and_Games_5,4,OR,Easy plug and play. Take it anywhere. Lots of batteries though.,0
Toys_and_Games_5,5,OR,got if for my nephew and he totally love it ...,0
Toys_and_Games_5,5,OR,My granddaughter loves playing with these. Good detail and tough plastic.,0
Toys_and_Games_5,5,OR,My daughter loves these so much we have bought them twice.,0
Toys_and_Games_5,5,OR,"seems pretty simple, but they love it. Couldnt beat the price.",0
Toys_and_Games_5,1,OR,Very very unhappy with this purchase! Not at all as featured,0
Toys_and_Games_5,5,OR,A fun way for a child to learn to dress himself.,0
Toys_and_Games_5,5,OR,"I received it on time, and was exactly what I expected.",0
Toys_and_Games_5,4,OR,"Very cute, the girls loved them but they are very small.",0
Toys_and_Games_5,1,OR,Cheap quality. Several pieces broken.  Extremely unhappy with this purchase,0
Toys_and_Games_5,5,OR,"Easy to build, and the new storm troopers are super cool",0
Toys_and_Games_5,5,OR,Such a great product and good price. Easy to travel with.,0
Toys_and_Games_5,3,OR,Not precise as far as scoring concern.,0
Toys_and_Games_5,5,OR,Smaller than I anticipated but that's my fault for not reading,0
Toys_and_Games_5,5,OR,Fun to buy something that has survived the test of time.,0
Toys_and_Games_5,5,OR,"Great design, sturdy, and an excellent gift for any Firefly fans!",0
Toys_and_Games_5,5,OR,Works as is supposed to. Talking is clear. Child loves it.,0
Toys_and_Games_5,3,OR,It's a banner. Nothing to really like or dislike about it.,0
Toys_and_Games_5,4,OR,Purchased for my desk at work.  Makes me smile lol.,0
Toys_and_Games_5,4,OR,"Nice, affordable base sets that work well with Lego, KRE-O, etc.",0
Toys_and_Games_5,5,OR,"Good size, completly covers my grandsons coloring area on his easel.",0
Toys_and_Games_5,4,OR,not 5 stars because its overpriced for how small it is,0
Toys_and_Games_5,4,OR,"Good cube, cut corners at 45 degrees. It doesn't feel cheap.",0
Toys_and_Games_5,4,OR,Great way to combine my son's favorite show and building blocks,0
Toys_and_Games_5,5,OR,"hubsan x4 with crazepony camera decent outdoor fpv,alittle loud for indoor",0
Toys_and_Games_5,5,OR,grandaughter likes this very much. Plays with it all the time.,0
Toys_and_Games_5,5,OR,These are SO cute!! Great for personalization! And they're super soft.,0
Toys_and_Games_5,5,OR,It was a hit as a Christmas gift! Lots of fun!,0
Toys_and_Games_5,5,OR,Perfect! Keeps my kids from hitting their head in the tub,0
Toys_and_Games_5,5,OR,also for Charlotte who loves Winnie the Pooh.....this is her 'owl',0
Toys_and_Games_5,5,OR,These are fun any my 7 year old daughter loved them.,0
Toys_and_Games_5,5,OR,Soft and easy to clean. My 12 month old loves them!,0
Toys_and_Games_5,4,OR,"Good product. However, kids have to be careful when using it.",0
Toys_and_Games_5,4,OR,My daughter loves Peppa! after a wile the paint comes off.,0
Toys_and_Games_5,3,OR,poor quality control. pieces were cracked upon receipt. still cute though.,0
Toys_and_Games_5,4,OR,My grandson's like this.  Also works great for organizing mail.,0
Toys_and_Games_5,3,OR,They were fun once I got together. But didn't last long,0
Toys_and_Games_5,5,OR,Smaller than I expected with very easy movement. Came well lubricated.,0
Toys_and_Games_5,5,CG,Awesome set. I loved that it has the pieces to make a full castle for my daughter.,1
Toys_and_Games_5,5,CG,"my moms loved it, and it was a very fun game.  My 2 year old has a",1
Toys_and_Games_5,5,CG,"Cute puzzle, well made and looks great.  My son is 4 and loves it!Very",1
Toys_and_Games_5,5,CG,And so cute. My son loves it and the materials are good.  He loves the way he,1
Toys_and_Games_5,5,CG,Very good toy very well made. The pieces are sturdy and the pieces fit well in the container.,1
Toys_and_Games_5,4,CG,Well made and wonderful toys.Cute and very fun for a 4 year old.Very nice.,1
Toys_and_Games_5,5,CG,"took a while to get this set, but it is pretty sturdy. My son loves this set",1
Toys_and_Games_5,5,CG,Bought as a gag gift.  She loves it!Very good quality. My son loves this,1
Toys_and_Games_5,5,CG,Exactly as described and pictured.  I love the wooden trains.  The only reason I gave it,1
Toys_and_Games_5,5,CG,I recommend this seller. Absolutely recommend.Great quality and fun for all ages!My daughter loves the,1
Toys_and_Games_5,5,CG,I( bought this for my son for Christmas.  He loved it.  He loves to throw,1
Toys_and_Games_5,3,CG,"Its 50/50 they will stay put. The only problem is that they are tiny, the top",1
Toys_and_Games_5,5,CG,looked like the grandkids were going to love it.  I will say that it's been,1
Toys_and_Games_5,5,CG,Really great toy and a great gift for a very young child.  My son loves this and we,1
Toys_and_Games_5,5,CG,as described.  fun.  We have had the wooden trains for a few months now and this,1
Toys_and_Games_5,5,CG,soft and nice. And good quality. The pieces are sturdy and will stand up to the abuse of,1
Toys_and_Games_5,5,CG,Everything I expected from a toy. The pieces are sturdy and the pieces fit well in the container.,1
Toys_and_Games_5,3,CG,"much harder than expected, isn't that what you want?

If you are buying this as",1
Toys_and_Games_5,4,CG,Very cute with the Elf! We have the Brio and the Queen. These have a nice wood,1
Toys_and_Games_5,5,CG,Made well! Not flimsy. Our son loves it. We love this toy.,1
Toys_and_Games_5,5,CG,A great selection of colored pencils and pieces.  I also love that the colors are just as,1
Toys_and_Games_5,5,CG,My grandson loves to experience the real world with the trains.  We also have the Clipper.,1
Toys_and_Games_5,5,CG,Came ahead of time. Excellent quality. The pieces are sturdy and will stand up to abuse.,1
Toys_and_Games_5,5,CG,Bought these for the teacher's class and they were a hit.  They were a little expensive,1
Toys_and_Games_5,5,CG,"Batteries last a good amount of time, and the instructions are pretty easy for a beginner to",1
Toys_and_Games_5,5,CG,Our 'Little guy' has had a blast with this!Very good quality. My son loves this,1
Toys_and_Games_5,5,CG,These made a great endearing gift for our son. He loves it!We got this for my,1
Toys_and_Games_5,5,CG,These are awesome for the price. The pieces are sturdy and the quality is great.,1
Toys_and_Games_5,5,CG,grand daughter loves it - it has the pieces to make it a lot more interactive.Very nice.,1
Toys_and_Games_5,2,CG,Bought it for a 5 year old and she loves it.  She also loves the music and,1
Toys_and_Games_5,5,CG,I cant live without!!!!!My daughter loves this!Very cute and easy to use!Very nice,1
Toys_and_Games_5,5,CG,These were for my SILVERCORE Barbie doll. I will admit that my daughter was pretty disappointed,1
Toys_and_Games_5,5,CG,Fit the Neutron Quadcopter and go with the Phantom 3D.,1
Toys_and_Games_5,4,CG,My son can't get enough of this toy. It is a great toy for him to play with,1
Toys_and_Games_5,5,CG,Handy size for those of us who love Legos. I will admit that my daughter was pretty,1
Toys_and_Games_5,5,CG,Cute to use for party favors. The pieces are sturdy and will last for a long time.,1
Toys_and_Games_5,2,CG,Very cute bear but it doesn't really stand on its own.  My 2 year old has to,1
Toys_and_Games_5,5,CG,Got it for our grandson's birthday. The pieces are sturdy and it's easy for him to put,1
Toys_and_Games_5,1,CG,omg it came in about a week and the box was broken.  I just got it and,1
Toys_and_Games_5,5,CG,My son loves using the wheels on the car and trains.  We also have the Clipper.,1
Toys_and_Games_5,5,CG,This toy rocks! It is an easy to use toy for toddlers. My 2 year old has been,1
Toys_and_Games_5,5,CG,This will be a nice starter set for the kids.  My husband and I have been wanting to,1
Toys_and_Games_5,4,CG,My 2 year old niece loves it and she plays with it all the time.,1
Toys_and_Games_5,5,CG,These are the best finger puppets I've ever seen.  I love that the baby has a,1
Toys_and_Games_5,5,CG,Love the fish to go with it and the wooden part is a nice touch. I like the extra,1
Toys_and_Games_5,5,CG,"It is a motor, and it has the motor running. It is easy for my kids to operate",1
Toys_and_Games_5,5,OR,"Sturdy, so cute and my 1 & 4 year old love it!!",0
Toys_and_Games_5,4,OR,This was a gift and she seemed to be excited about it!,0
Toys_and_Games_5,5,OR,"Our grandsons, age 1 and 3, love this! Hours of shared fun!",0
Toys_and_Games_5,5,OR,"a fun toy for the grandson ,does not take up much room",0
Toys_and_Games_5,5,OR,Love these little guys. Just think they are funny. Would buy again.,0
Toys_and_Games_5,5,OR,We purchased this with a kitchen set and very well together ..,0
Toys_and_Games_5,5,OR,"My 2 yr.old granddaughter just loves,though sound on brown kitten didn't work.",0
Toys_and_Games_5,5,OR,Top of the line! Hard to find. Perfect for sw pop collectors,0
Toys_and_Games_5,5,OR,"Months later, the boys are still having fun with this great product!",0
Toys_and_Games_5,5,OR,These were surprising and after they hatched okay  to play with,0
Toys_and_Games_5,5,OR,Very fun and simple to build because there in no inner frame,0
Toys_and_Games_5,5,OR,Very nice but way smaller then expected. Check the measurements before purchase!,0
Toys_and_Games_5,5,OR,I love everything about that little doll family! Beautiful details and quality!,0
Toys_and_Games_5,5,OR,Awesome but you need about 400 to fill a pack and play!,0
Toys_and_Games_5,5,OR,"my man loved it, he has it on his desk at work",0
Toys_and_Games_5,5,OR,A huge hit in my third grade classroom during STEM exploration time!,0
Toys_and_Games_5,4,OR,"Seller shipped quickly, i guess the toys were good for the kids.",0
Toys_and_Games_5,5,OR,"Grandson liked this, great to handle because of the holes on top",0
Toys_and_Games_5,5,OR,I got this for my grandsons 8th birthday!  He loved it!,0
Toys_and_Games_5,5,OR,Got these on a clearance deal.  Great price and great product.,0
Toys_and_Games_5,5,OR,my grand daughters loved the dresses and they fit the dolls great,0
Toys_and_Games_5,1,OR,"Incredibly horrible quality and detail. Period. Seriously, it's nothing like the picture.",0
Toys_and_Games_5,5,OR,This game is great.  Sometimes it takes longer than Monopoly though.,0
Toys_and_Games_5,5,OR,"Our daughter loves these, and the hard case is a nice plus!",0
Toys_and_Games_5,5,OR,Just what they said they were. Great when that happens.,0
Toys_and_Games_5,5,OR,Got this for my 11 year old granddaughter and she loved it.,0
Toys_and_Games_5,5,OR,"So far this is a killer deck, with many $5 cards abound",0
Toys_and_Games_5,5,OR,Granddaughter loved the tea set!!! She loves the music it plays too.,0
Toys_and_Games_5,5,OR,Love these crayons! They seem to be harder to break than crayola.,0
Toys_and_Games_5,5,OR,Pleased with purchase ...daughter was happy with it likes to collect these,0
Toys_and_Games_5,5,OR,"Granbaby loves it, one of his favorites.
Entertains him for a long time.",0
Toys_and_Games_5,5,OR,these were my grandson he is 7 and had to have them,0
Toys_and_Games_5,5,OR,PRECIOUS!  Well made and great price.  My daughter loved it!,0
Toys_and_Games_5,3,OR,Cute but my 18 month twins lose interest in it pretty quick.,0
Toys_and_Games_5,5,OR,Birthday gift for granddaughter - my grandkids LOVE playing online with webkinz.,0
Toys_and_Games_5,5,OR,My boys were very happy. The set is a fun little design.,0
Toys_and_Games_5,1,OR,"First one didn't work, exchanged for replacement and it also didn't work.",0
Toys_and_Games_5,5,OR,Adorable! Not too big and sets up easily. My girls love it,0
Toys_and_Games_5,5,OR,My son loves this! It comes with more stickers than I expected,0
Toys_and_Games_5,5,OR,Bounces great! Black rubber paint on indentations will fall off over time.,0
Toys_and_Games_5,5,OR,My granddaughter loves her new Barbie outfit.  Thanks.....I haven't seen it!,0
Toys_and_Games_5,5,OR,My niece just absolutely loves this.  Perfect gift for a toddler.,0
Toys_and_Games_5,4,OR,"The yellow was a bit brighter than I expected, but otherwise AWESOME",0
Toys_and_Games_5,5,OR,My son purchased this toy with his Christmas money and loves it.,0
Toys_and_Games_5,5,OR,Great lego set. My son loves it and wants other Scooby sets.,0
Toys_and_Games_5,5,OR,great item just as described and a perfect addition to my collection,0
Toys_and_Games_5,5,CG,My daughter loves these dresses!! We have them everywhere and they fit all her dresses perfectly!Very nice,1
Toys_and_Games_5,5,CG,"For the kids who make this game, they love it.  We play it almost every day.",1
Toys_and_Games_5,5,CG,my 6yo loves to get this set and play with it.  She also loves the music and,1
Toys_and_Games_5,5,CG,It is great! My son loves it and the materials are good.  My son loves to throw,1
Toys_and_Games_5,5,CG,Super cute. 3 year old loves it and the materials are good.  My 2 year old has,1
Toys_and_Games_5,5,CG,"My son loves his dolls, and has been having a blast with them.  He loves to play",1
Toys_and_Games_5,5,CG,Great plushy can't wait for this to be a Christmas gift for my grandson! He loves this,1
Toys_and_Games_5,3,CG,"I would've giving this a 5 stars if the box was a little bigger, but I was just",1
Toys_and_Games_5,5,CG,I love tiny toys for little ones and this one is no exception.  The dimensions are just right,1
Toys_and_Games_5,5,CG,Got everything as described and it has been a very fun game.  My son loves this game.,1
Toys_and_Games_5,5,CG,"This game is never dull, and has always been a fun game.  There is a lot of",1
Toys_and_Games_5,3,CG,"It's ok.  Not a huge deal, but it is a little boring for my kids.",1
Toys_and_Games_5,5,CG,"Excellent product,  as specified,  will be shipping very quickly.

My son loves this",1
Toys_and_Games_5,5,CG,Very cute item!  Lots of fun and the kids love them!  My 2 year old has,1
Toys_and_Games_5,3,CG,Quality is great but my son has trouble with it. I will admit that it's been a little,1
Toys_and_Games_5,5,CG,It was fun watching my son do the trick and try to keep his hands up.Very nice.,1
Toys_and_Games_5,5,CG,So cute!  My daughter loves it and she loves using it in her playroom!Very nice,1
Toys_and_Games_5,5,CG,"Love these ugly dolls.... was a little disappointed with the quality of the dolls, but I was pretty",1
Toys_and_Games_5,5,CG,Love these outfits. Babies are happy with them.We love this toy. My 2 year old,1
Toys_and_Games_5,5,CG,"Nice BEC, I recommend it.Cute!!We love this toy. My 2 year old",1
Toys_and_Games_5,4,CG,"item is ok, you get what you pay for.Very good quality. My son loves this toy",1
Toys_and_Games_5,5,CG,Got this for my 7 year old granddaughter.  She has a lot of fun with it and we,1
Toys_and_Games_5,5,CG,My grandson 9 loved this. He kept asking me to take it back for him.,1
Toys_and_Games_5,4,CG,Great big coloring book for my 9 yr old son. He loves it! He loves to throw the,1
Toys_and_Games_5,4,CG,Look cute bought as a gift. The pieces are sturdy and the pieces fit well in the container.,1
Toys_and_Games_5,5,CG,Our granddaughter was really excited to have this as a Christmas present. She also loves the music and the,1
Toys_and_Games_5,5,CG,"My dasughter LOVES this toy.  He uses it to make a ""fig",1
